CHROM,BIN_START,BIN_END,N_VARIANTS,PI,site,year,host_species
singlecopy_cds_1662,1,1000,9,0.00171976,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1664,1,1000,1,0.000175403,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1665,1,1000,5,0.000959677,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1666,1,1000,2,0.000643224,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1667,1,1000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1672,1,1000,2,0.000125,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1674,1,1000,1,0.000290358,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1675,1,1000,4,0.00060534,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1677,1,1000,9,0.00227447,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1678,1,1000,13,0.00402267,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1679,1,1000,2,0.000153332,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1680,1,1000,16,0.00390022,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1686,1,1000,5,0.000693548,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1687,1,1000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1688,1,1000,2,0.000288306,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1689,1,1000,1,0.000252047,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1690,1,1000,5,0.00109353,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1691,1,1000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1695,1,1000,4,0.00142137,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1696,1,1000,3,0.000486607,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1699,1,1000,8,0.00181624,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1699,1001,2000,3,0.000893255,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1699,2001,3000,9,0.00219002,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1699,3001,4000,6,0.00138727,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1704,1,1000,1,0.000445619,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1705,1,1000,3,0.00112702,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1707,1,1000,4,0.000689516,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1708,1,1000,2,0.000183468,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1709,1,1000,2,0.000179458,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1715,1,1000,5,0.00140138,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1716,1,1000,2,0.000183468,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1717,1,1000,4,0.000645315,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1719,1,1000,2,0.000560484,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1721,1,1000,4,0.000308468,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1722,1,1000,2,0.000125,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1723,1,1000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1724,1,1000,3,0.000828731,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1726,1,1000,2,0.000296371,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1729,1,1000,10,0.00120968,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1730,1,1000,1,0.000377106,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1731,1,1000,1,0.000497984,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1733,1,1000,2,0.000356984,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1739,1,1000,2,0.000415323,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1742,1,1000,2,0.000352944,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1744,1,1000,2,0.000241935,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1745,1,1000,5,0.000537054,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1747,1,1000,2,0.000669437,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1748,1,1000,1,0.000417339,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1749,1,1000,1,0.000381095,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1751,1,1000,4,0.000514645,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1755,1,1000,3,0.000564586,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1756,1001,2000,3,0.000552419,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1756,2001,3000,4,0.000842742,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1756,3001,4000,1,5.84749e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1758,1,1000,5,0.00233871,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1761,1,1000,4,0.000653226,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1762,1,1000,11,0.00164516,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1763,1,1000,4,0.000947581,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1763,1001,2000,2,0.000578629,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1763,2001,3000,2,0.000193668,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1764,1,1000,3,0.000548698,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1764,1001,2000,7,0.0012382,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1764,2001,3000,5,0.00113147,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1765,1,1000,2,0.000183468,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1776,1,1000,3,0.000326758,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1776,1001,2000,6,0.00176998,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1776,2001,3000,5,0.0012087,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1779,1,1000,7,0.00199065,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1779,1001,2000,5,0.000526274,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1779,2001,3000,2,0.000296371,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1779,3001,4000,6,0.00113229,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1782,1,1000,7,0.0018311,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1782,1001,2000,9,0.00229482,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1782,2001,3000,3,0.000810677,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1782,3001,4000,4,0.000671619,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1784,1,1000,11,0.00249915,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1784,1001,2000,6,0.00133315,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1784,2001,3000,6,0.00115586,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1788,1,1000,13,0.00377984,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1788,1001,2000,14,0.00303041,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1788,2001,3000,7,0.00105482,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1793,1,1000,6,0.00184073,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1793,1001,2000,11,0.00262363,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1793,2001,3000,1,0.000290358,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1794,1,1000,8,0.000983576,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1794,1001,2000,27,0.00745106,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1794,2001,3000,12,0.00316836,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1798,1,1000,7,0.00197428,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1798,1001,2000,4,0.00116532,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1798,2001,3000,3,0.000575022,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1798,3001,4000,4,0.000834883,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1804,1,1000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1804,1001,2000,3,0.00071783,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1804,2001,3000,3,0.000245968,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1804,3001,4000,2,0.000288342,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1804,4001,5000,4,0.000599425,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1806,1,1000,12,0.00253118,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1806,1001,2000,15,0.00348833,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1806,2001,3000,17,0.00468145,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1806,3001,4000,15,0.00387903,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1808,1,1000,4,0.0010707,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1808,1001,2000,2,0.0001049,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1808,2001,3000,3,0.000397793,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1810,1,1000,5,0.00101499,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1810,1001,2000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1810,2001,3000,2,0.000739919,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1812,1,1000,1,0.000508065,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1812,1001,2000,2,0.000635081,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1815,1,1000,5,0.000609945,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1815,1001,2000,4,0.000879032,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1815,2001,3000,17,0.00290394,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1815,3001,4000,5,0.000552759,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1818,1,1000,5,0.00127567,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1818,1001,2000,7,0.00106276,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1818,2001,3000,10,0.00237444,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1818,3001,4000,1,5.84749e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1821,1,1000,33,0.00558614,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1821,1001,2000,35,0.00903161,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1821,2001,3000,35,0.00897782,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1822,1,1000,8,0.00116734,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1822,1001,2000,5,0.00105242,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1822,2001,3000,6,0.00128226,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1823,1,1000,2,0.000677503,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1823,2001,3000,2,0.000566602,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1824,1,1000,9,0.00124903,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1824,1001,2000,10,0.00137819,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1824,2001,3000,1,5.84749e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1826,1,1000,6,0.00156913,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1826,1001,2000,6,0.00196169,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1829,1,1000,3,0.00115524,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1829,1001,2000,6,0.000842011,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1829,2001,3000,4,0.000750185,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1830,1,1000,5,0.000370968,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1830,1001,2000,6,0.00137114,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1830,2001,3000,6,0.00161089,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1831,1,1000,8,0.00203536,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1831,1001,2000,4,0.000667799,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1831,2001,3000,5,0.000736576,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1833,1,1000,10,0.00289825,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1833,1001,2000,7,0.00124462,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1833,2001,3000,6,0.00130863,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1833,3001,4000,1,6.45608e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1835,1,1000,3,0.000409274,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1835,1001,2000,3,0.000237962,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1835,2001,3000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1840,1,1000,2,0.00090121,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1840,1001,2000,3,0.000971774,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1840,2001,3000,4,0.000733961,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1842,1,1000,2,0.000241935,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1842,1001,2000,3,0.000350806,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1842,2001,3000,2,0.000296371,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1845,1,1000,1,0.000516129,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1845,1001,2000,1,0.000104864,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1845,2001,3000,1,0.000112917,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1846,1,1000,5,0.00177485,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1846,1001,2000,4,0.000956808,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1850,1,1000,4,0.00078062,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1850,1001,2000,5,0.00141602,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1850,2001,3000,4,0.0012621,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1852,1,1000,10,0.00284747,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1852,1001,2000,6,0.00132863,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1855,1,1000,6,0.000568828,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1855,1001,2000,3,0.000604988,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1855,2001,3000,4,0.00135517,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1857,1001,2000,3,0.000354882,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1857,2001,3000,6,0.000955343,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1857,3001,4000,6,0.00067363,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1857,4001,5000,2,0.0004621,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1859,1,1000,5,0.00137315,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1859,1001,2000,6,0.000938185,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1859,2001,3000,3,0.000903537,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1861,1,1000,2,0.000479839,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1861,1001,2000,2,0.000596848,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1861,2001,3000,2,0.000967861,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1870,1,1000,6,0.00129265,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1870,1001,2000,7,0.00137384,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1870,2001,3000,1,0.000120968,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1872,1,1000,4,0.00025,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1872,1001,2000,7,0.00140593,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1872,2001,3000,4,0.000597063,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1872,3001,4000,3,0.00085313,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1872,4001,5000,3,0.000750092,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1872,5001,6000,3,0.000699683,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1872,6001,7000,4,0.000946544,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1873,1,1000,4,0.00134727,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1873,1001,2000,2,0.00103024,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1875,1,1000,3,0.000570565,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1875,1001,2000,2,0.00022389,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1875,2001,3000,1,0.000252047,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1876,1,1000,5,0.00189012,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1876,1001,2000,6,0.000892052,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1876,2001,3000,2,0.000512223,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1877,1,1000,1,0.000225806,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1877,2001,3000,1,5.04206e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1878,1,1000,4,0.00100416,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1878,1001,2000,3,0.000864919,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1878,2001,3000,2,0.000377016,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1880,1,1000,6,0.00114557,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1880,1001,2000,5,0.00122581,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1880,2001,3000,3,0.000512097,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1882,1,1000,3,0.000300403,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1882,1001,2000,9,0.00184073,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1883,1,1000,1,5.44484e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1883,1001,2000,9,0.00223835,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1883,2001,3000,1,0.000352823,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1892,1,1000,2,0.00090121,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1892,1001,2000,6,0.00099609,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1892,2001,3000,4,0.000893145,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1893,1,1000,3,0.000618952,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1893,1001,2000,4,0.0013671,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1893,2001,3000,6,0.00119656,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1895,1,1000,5,0.00110362,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1895,1001,2000,3,0.00046987,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1895,2001,3000,1,0.000403275,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1896,1,1000,6,0.0019879,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1896,1001,2000,7,0.00191935,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1896,2001,3000,8,0.00207863,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1897,1,1000,3,0.00148185,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1897,1001,2000,5,0.0016996,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1898,1,1000,7,0.00171294,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1898,1001,2000,9,0.00103263,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1898,2001,3000,6,0.000869988,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1900,1,1000,7,0.00152659,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1900,1001,2000,5,0.00103263,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1901,1,1000,1,0.000252047,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1901,1001,2000,3,0.000665323,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1902,1,1000,6,0.00103843,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1902,1001,2000,4,0.000760081,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1902,2001,3000,5,0.000528599,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1903,1,1000,10,0.00315121,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1903,1001,2000,8,0.00258065,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1908,1,1000,5,0.00102634,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1908,1001,2000,6,0.0017482,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1908,2001,3000,5,0.00112567,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1910,1,1000,1,0.000514113,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1910,1001,2000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1912,1,1000,5,0.000814516,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1912,1001,2000,3,0.000524323,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1912,2001,3000,1,0.000175403,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1915,1,1000,8,0.00148092,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1915,1001,2000,5,0.00110081,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1916,1,1000,7,0.00170433,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1916,1001,2000,6,0.00125579,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1916,2001,3000,11,0.00209572,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1921,1,1000,9,0.00252805,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1921,1001,2000,7,0.00211167,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1921,2001,3000,4,0.00127823,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1921,3001,4000,6,0.000875323,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1922,1,1000,6,0.00162903,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1922,1001,2000,14,0.00295436,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1922,2001,3000,6,0.00110081,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1923,1,1000,7,0.000911627,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1923,1001,2000,9,0.00205283,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1923,2001,3000,6,0.00123676,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1924,1,1000,2,0.000183468,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1924,1001,2000,4,0.00151008,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1924,2001,3000,4,0.000584677,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1924,3001,4000,4,0.00147214,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1931,1001,2000,2,0.000163365,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1934,1,1000,4,0.000641208,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1934,1001,2000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1935,1,1000,6,0.00167643,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1935,1001,2000,12,0.00197782,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1935,2001,3000,1,0.000112917,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1936,1,1000,3,0.000639113,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1936,1001,2000,2,0.000564516,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1936,2001,3000,2,0.000125,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1938,1,1000,4,0.000471832,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1938,1001,2000,3,0.0011754,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1938,2001,3000,1,6.25e-05,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1939,1,1000,3,0.000241965,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1939,1001,2000,3,0.00063531,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1942,1,1000,5,0.000875108,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1942,1001,2000,2,0.000689516,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1942,2001,3000,5,0.000927983,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1942,3001,4000,1,0.000314516,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1943,1,1000,4,0.000556712,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1943,1001,2000,1,0.000175403,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1943,2001,3000,1,0.000120968,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1945,1,1000,3,0.000578838,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1945,1001,2000,3,0.00113306,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1945,2001,3000,1,0.000290358,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1946,1,1000,2,0.000125,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1946,1001,2000,8,0.00105847,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1946,2001,3000,7,0.0015,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1946,3001,4000,1,0.000272177,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1947,1,1000,10,0.00160484,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1947,1001,2000,1,0.000290358,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1947,2001,3000,3,0.000397527,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1950,1,1000,3,0.00110685,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1950,1001,2000,2,0.000237903,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1954,1,1000,1,0.000175403,Site1_GZ,2020,Rhinolophus affinis
singlecopy_cds_1954,1001,2000,2,0.00078629,Site1_GZ,2020,Rhinolophus affinis
