CHROM,BIN_START,BIN_END,N_VARIANTS,PI,site,year,host_species
lcl|NW_017739043.1_cds_XP_019592295.1_16824,1001,2000,4,0.000635643,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592629.1_16825,1,1000,6,0.000671326,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592448.1_16828,1,1000,3,0.000760941,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592448.1_16828,1001,2000,3,0.000376039,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592448.1_16828,2001,3000,2,0.000472296,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592448.1_16828,3001,4000,4,0.000323939,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592599.1_16829,1,1000,3,0.00027236,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592599.1_16829,1001,2000,2,0.000209942,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592634.1_16832,1,1000,4,0.000651702,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592646.1_16901,1,1000,16,0.00441671,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592422.1_16921,1,1000,4,0.000907102,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592322.1_16942,1,1000,1,9.04341e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592577.1_16972,1,1000,4,0.00101481,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592525.1_17000,1,1000,5,0.000960929,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592527.1_17006,1,1000,2,0.000268129,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592527.1_17006,1001,2000,3,0.000542707,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592527.1_17006,2001,3000,1,0.000122686,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592527.1_17006,3001,4000,2,0.000334278,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592560.1_17018,1,1000,3,0.000949884,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592560.1_17018,1001,2000,6,0.0013334,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592560.1_17018,2001,3000,5,0.000417942,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592560.1_17018,3001,4000,1,6.34585e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592280.1_17026,1,1000,8,0.00166143,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739044.1_cds_XP_019592677.1_17114,1,1000,1,3.22581e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739045.1_cds_XP_019592749.1_17128,1,1000,3,0.000845261,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739046.1_cds_XP_019592757.1_17241,1,1000,6,0.000662084,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739046.1_cds_XP_019592757.1_17241,1001,2000,1,9.36013e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739047.1_cds_XP_019592907.1_17266,1,1000,1,3.22581e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593114.1_17427,1,1000,8,0.00132364,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593114.1_17427,1001,2000,1,0.000177684,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593058.1_17433,1,1000,4,0.000428372,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593058.1_17433,1001,2000,10,0.0012771,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593113.1_17449,1,1000,4,0.000322314,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593490.1_17503,1,1000,2,0.000212071,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593418.1_17558,1,1000,3,9.3619e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593172.1_17600,1,1000,3,0.000722369,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593447.1_17602,1,1000,10,0.00181397,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593446.1_17603,1,1000,12,0.00156211,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593446.1_17603,1001,2000,10,0.00155926,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593446.1_17603,2001,3000,4,0.000754098,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593488.1_17604,1,1000,4,0.000201639,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593488.1_17604,1001,2000,1,5.50107e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593501.1_17617,1,1000,5,0.00108415,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593378.1_17627,1,1000,3,0.00015707,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593378.1_17627,1001,2000,1,8.40981e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593377.1_17629,1,1000,4,0.0011022,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593377.1_17629,1001,2000,1,0.000165013,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593377.1_17629,2001,3000,4,0.000336859,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593255.1_17647,1,1000,8,0.00161592,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593255.1_17647,1001,2000,2,0.000206795,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593372.1_17660,1,1000,2,0.000410894,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593376.1_17661,1,1000,5,0.000215284,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593480.1_17665,1,1000,9,0.00180487,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593480.1_17665,1001,2000,1,0.000252247,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593274.1_17674,1,1000,5,0.000592924,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593274.1_17674,1001,2000,1,5.92354e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593334.1_17691,1,1000,1,3.22581e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593326.1_17697,1,1000,4,0.000714725,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593326.1_17697,1001,2000,1,3.22581e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593403.1_17729,1,1000,7,0.000853097,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593403.1_17729,1001,2000,2,0.000235854,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593487.1_17733,1,1000,4,0.000309909,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593389.1_17750,1,1000,16,0.00298327,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593389.1_17750,1001,2000,4,0.000336902,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593390.1_17753,1,1000,6,0.00200264,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593390.1_17753,1001,2000,7,0.00169539,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593393.1_17759,1,1000,10,0.00101322,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593383.1_17791,1,1000,2,0.000527234,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593384.1_17792,1,1000,11,0.00442265,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739054.1_cds_XP_019593597.1_17928,1,1000,3,0.00052621,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739054.1_cds_XP_019593610.1_17946,1,1000,3,0.000994368,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739056.1_cds_XP_019593745.1_18015,1,1000,3,0.000370703,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739056.1_cds_XP_019593822.1_18060,1,1000,7,0.00109703,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739056.1_cds_XP_019593822.1_18060,1001,2000,7,0.00127668,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739056.1_cds_XP_019593822.1_18060,2001,3000,4,0.000658424,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739057.1_cds_XP_019593834.1_18143,1,1000,7,0.000874363,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739057.1_cds_XP_019593834.1_18143,1001,2000,4,0.000471298,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739057.1_cds_XP_019593834.1_18143,2001,3000,2,0.000186145,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593889.1_18174,1,1000,4,0.000305658,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593889.1_18174,1001,2000,9,0.00106406,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593889.1_18174,2001,3000,9,0.00150089,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594043.1_18199,1,1000,9,0.00149762,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593954.1_18206,1,1000,4,0.00030462,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593953.1_18208,1,1000,8,0.0011454,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593987.1_18276,1,1000,1,6.34585e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594026.1_18279,1,1000,8,0.00166948,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594026.1_18279,1001,2000,1,0.000118463,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594027.1_18284,1,1000,6,0.000435748,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594027.1_18284,1001,2000,2,0.000186145,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739059.1_cds_XP_019594068.1_18364,1,1000,5,0.00145251,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739059.1_cds_XP_019594135.1_18365,1,1000,5,0.00133967,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594390.1_18459,1,1000,5,0.000553675,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594276.1_18492,1,1000,2,0.000626164,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594272.1_18535,1,1000,5,0.000847754,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594353.1_18573,1,1000,6,0.000920207,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594353.1_18573,1001,2000,2,0.000179822,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594245.1_18594,1,1000,10,0.00127321,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594245.1_18594,1001,2000,9,0.00147532,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594244.1_18603,1,1000,4,0.000280804,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594244.1_18603,1001,2000,10,0.00119499,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594255.1_18609,1,1000,3,0.000187203,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594255.1_18609,1001,2000,1,6.34585e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594223.1_18613,1,1000,7,0.000409662,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594257.1_18614,1,1000,4,0.000266064,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594204.1_18638,1,1000,6,0.000764983,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739063.1_cds_XP_019594446.1_18687,1,1000,1,6.34585e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594573.1_18762,1,1000,5,0.00109381,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594573.1_18762,1001,2000,1,0.00024285,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594611.1_18784,1,1000,1,9.04341e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594694.1_18805,1,1000,4,0.000828133,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594694.1_18805,1001,2000,4,0.000337916,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594694.1_18805,2001,3000,5,0.000584876,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594694.1_18805,3001,4000,5,0.00104449,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594654.1_18855,1,1000,9,0.00179233,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594654.1_18855,1001,2000,2,0.000578671,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739068.1_cds_XP_019594841.1_19005,1,1000,1,0.000228451,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739068.1_cds_XP_019594842.1_19006,1,1000,1,6.34585e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739068.1_cds_XP_019594839.1_19013,1,1000,5,0.00104204,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019594994.1_19173,1,1000,7,0.000654806,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595090.1_19188,1,1000,5,0.00102803,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595090.1_19188,1001,2000,3,0.000338467,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019594992.1_19194,1,1000,4,0.000462023,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019594992.1_19194,1001,2000,11,0.00165269,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019594992.1_19194,2001,3000,1,6.13471e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595067.1_19195,1,1000,5,0.000634815,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595075.1_19235,1,1000,2,0.000490308,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595104.1_19242,1,1000,6,0.00127697,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595104.1_19242,1001,2000,5,0.000641499,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595079.1_19246,1,1000,3,0.000279746,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595079.1_19246,1001,2000,1,6.34585e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739071.1_cds_XP_019595150.1_19278,1,1000,2,0.000539432,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739071.1_cds_XP_019595150.1_19278,1001,2000,1,0.000252247,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739071.1_cds_XP_019595209.1_19286,1,1000,15,0.00325927,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739071.1_cds_XP_019595124.1_19327,1,1000,6,0.000548387,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739071.1_cds_XP_019595124.1_19327,1001,2000,3,0.000500264,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739073.1_cds_XP_019595223.1_19398,1,1000,2,6.45161e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739073.1_cds_XP_019595223.1_19398,1001,2000,4,0.000200535,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739073.1_cds_XP_019595223.1_19398,2001,3000,3,0.000901022,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595344.1_19412,1,1000,6,0.000964416,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595385.1_19425,1,1000,5,0.000222634,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595304.1_19436,1,1000,1,9.36013e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595295.1_19439,1,1000,5,0.000693092,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595295.1_19439,1001,2000,6,0.00160018,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595295.1_19439,2001,3000,1,6.13471e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595380.1_19444,1,1000,11,0.00158757,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595380.1_19444,1001,2000,7,0.00144018,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739074.1_cds_XP_019595296.1_19459,1,1000,6,0.000546836,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595450.1_19498,1,1000,6,0.00176977,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595389.1_19502,1,1000,17,0.00346073,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595389.1_19502,1001,2000,11,0.00129842,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595392.1_19505,1,1000,16,0.00442424,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595392.1_19505,1001,2000,19,0.00517511,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595392.1_19505,2001,3000,20,0.00452754,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595451.1_19516,1,1000,9,0.000735108,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595451.1_19516,1001,2000,4,0.000537282,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595394.1_19520,1,1000,4,0.00139537,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595602.1_19550,1,1000,13,0.00219306,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595540.1_19573,1,1000,6,0.000650289,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595488.1_19654,1,1000,3,0.000499768,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595476.1_19655,1,1000,7,0.000923922,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595398.1_19666,1,1000,10,0.0013629,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595398.1_19666,1001,2000,5,0.000586991,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595441.1_19694,1,1000,6,0.00145203,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595635.1_19705,1,1000,12,0.00213284,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595635.1_19705,1001,2000,16,0.00215734,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595635.1_19705,2001,3000,3,0.000295243,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595465.1_19712,1,1000,30,0.00559137,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595465.1_19712,1001,2000,19,0.00546249,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595448.1_19720,1,1000,19,0.00345598,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739075.1_cds_XP_019595448.1_19720,1001,2000,3,0.00110841,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739076.1_cds_XP_019595648.1_19810,1,1000,9,0.00110398,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595910.1_19866,1,1000,12,0.00193224,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595910.1_19866,1001,2000,3,0.000993316,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595771.1_19872,1,1000,4,0.000746166,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595812.1_19873,1,1000,6,0.00088887,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595944.1_19934,1,1000,6,0.000537282,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595944.1_19934,1001,2000,3,0.00103913,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595875.1_19961,1,1000,2,0.000202564,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595947.1_19962,1,1000,5,0.000832893,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595947.1_19962,1001,2000,2,0.00012481,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595947.1_19962,2001,3000,2,0.000264973,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595962.1_19985,1,1000,6,0.00178862,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595810.1_20001,1,1000,6,0.000746214,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595877.1_20011,1,1000,2,0.00034072,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595877.1_20011,1001,2000,6,0.000860291,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595848.1_20012,1,1000,11,0.00247243,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595848.1_20012,1001,2000,1,0.000252247,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595772.1_20030,1,1000,8,0.00202458,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595772.1_20030,1001,2000,8,0.0023595,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739078.1_cds_XP_019595772.1_20030,2001,3000,3,0.000873195,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739079.1_cds_XP_019596007.1_20041,1,1000,10,0.00183037,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739079.1_cds_XP_019596007.1_20041,1001,2000,1,6.13471e-05,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739079.1_cds_XP_019596006.1_20042,1,1000,8,0.000789304,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739079.1_cds_XP_019596006.1_20042,1001,2000,3,0.0002734,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739079.1_cds_XP_019596010.1_20056,1,1000,14,0.00109254,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739079.1_cds_XP_019595983.1_20071,1,1000,6,0.000590693,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739080.1_cds_XP_019596095.1_20091,1,1000,1,0.000165013,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739080.1_cds_XP_019596097.1_20139,1,1000,6,0.00155377,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739080.1_cds_XP_019596097.1_20139,1001,2000,3,0.000630354,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739080.1_cds_XP_019596097.1_20139,2001,3000,4,0.000359644,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596164.1_20177,1,1000,2,0.000205761,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596164.1_20177,1001,2000,4,0.000661153,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596164.1_20177,2001,3000,5,0.000486515,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596127.1_20181,1,1000,1,0.000171349,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596127.1_20181,1001,2000,1,0.00047544,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596128.1_20182,1,1000,11,0.00207336,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596128.1_20182,1001,2000,16,0.00255833,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596128.1_20182,2001,3000,10,0.00155156,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596128.1_20182,3001,4000,12,0.0016203,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596128.1_20182,4001,5000,18,0.00432346,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596128.1_20182,5001,6000,18,0.00366749,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596128.1_20182,6001,7000,16,0.00296975,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596128.1_20182,7001,8000,2,0.000355368,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596250.1_20183,1,1000,32,0.00938794,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596117.1_20189,1,1000,4,0.000696665,Site1_GZ,2021,Rhinolophus sinicus
lcl|NW_017739081.1_cds_XP_019596117.1_20189,1001,2000,2,9.57166e-05,Site1_GZ,2021,Rhinolophus sinicus
